what,kind,bundleId,bundleVersion,description,time
locale,sysinfo,,,"ja_JP",1345732032858
processors,sysinfo,,,"4",1345732032858
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1345732032858
java.runtime.version,sysinfo,,,"1.6.0_33-b03-424-11M3720",1345732032858
java.specification.name,sysinfo,,,"Java Platform API Specification",1345732032858
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1345732032858
java.specification.version,sysinfo,,,"1.6",1345732032858
java.vendor,sysinfo,,,"Apple Inc.",1345732032858
java.version,sysinfo,,,"1.6.0_33",1345732032858
java.vm.info,sysinfo,,,"mixed mode",1345732032858
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1345732032858
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1345732032858
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1345732032858
java.vm.specification.version,sysinfo,,,"1.0",1345732032858
java.vm.vendor,sysinfo,,,"Apple Inc.",1345732032858
java.vm.version,sysinfo,,,"20.8-b03-424",1345732032858
started,bundle,org.eclipse.m2e.usagedata,1.0.0.20110607-2117,"org.eclipse.m2e.usagedata",1345732032878
started,bundle,org.eclipse.wb.discovery.ui,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.ui",1345732034040
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345732048789
error,log,,,"未処理のイベント・ループ例外",1345732058440
error,log,,,"未処理のイベント・ループ例外",1345732066454
error,log,,,"未処理のイベント・ループ例外",1345732075988
error,log,,,"未処理のイベント・ループ例外",1345732105169
error,log,,,"未処理のイベント・ループ例外",1345732109692
error,log,,,"未処理のイベント・ループ例外",1345732117192
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345732121865
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345732123237
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345732123297
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345732123329
error,log,,,"未処理のイベント・ループ例外",1345732139232
error,log,,,"未処理のイベント・ループ例外",1345732156196
error,log,,,"未処理のイベント・ループ例外",1345732165281
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345732168373
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345732170474
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1345732178119
