what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1348590750691
started,bundle,org.eclipse.update.ui,3.2.300.v20100512,"org.eclipse.update.ui",1348590750692
started,bundle,org.eclipse.wb.discovery.core,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.core",1348590750692
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1348590750693
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1348590750694
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1348590750694
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1348590750695
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1348590750698
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1348590750699
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1348590750700
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1348590750700
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1348590750701
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1348590750703
os,sysinfo,,,"macosx",1348590750706
arch,sysinfo,,,"x86_64",1348590750706
ws,sysinfo,,,"cocoa",1348590750706
locale,sysinfo,,,"ja_JP",1348590750706
processors,sysinfo,,,"4",1348590750706
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1348590750706
java.runtime.version,sysinfo,,,"1.6.0_35-b10-428-11M3811",1348590750706
java.specification.name,sysinfo,,,"Java Platform API Specification",1348590750706
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1348590750706
java.specification.version,sysinfo,,,"1.6",1348590750706
java.vendor,sysinfo,,,"Apple Inc.",1348590750706
java.version,sysinfo,,,"1.6.0_35",1348590750706
java.vm.info,sysinfo,,,"mixed mode",1348590750706
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1348590750706
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1348590750706
