what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1348662955681
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1348662955682
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1348662955687
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1348662955699
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1348662955733
started,bundle,org.eclipse.update.ui,3.2.300.v20100512,"org.eclipse.update.ui",1348662955803
started,bundle,org.eclipse.wb.discovery.core,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.core",1348662955816
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1348662955816
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1348662955852
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1348662955853
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1348662955877
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1348662955913
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1348662955932
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1348662955940
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1348662955940
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1348662955959
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1348662955960
started,bundle,org.python.pydev,2.2.1.2011071313,"org.python.pydev",1348662955977
started,bundle,org.python.pydev.core,2.2.1.2011071313,"org.python.pydev.core",1348662956018
started,bundle,org.python.pydev.debug,2.2.1.2011071313,"org.python.pydev.debug",1348662956024
os,sysinfo,,,"macosx",1348662956026
arch,sysinfo,,,"x86_64",1348662956026
ws,sysinfo,,,"cocoa",1348662956026
locale,sysinfo,,,"ja_JP",1348662956026
processors,sysinfo,,,"4",1348662956026
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1348662956026
java.runtime.version,sysinfo,,,"1.6.0_35-b10-428-11M3811",1348662956026
java.specification.name,sysinfo,,,"Java Platform API Specification",1348662956026
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1348662956026
java.specification.version,sysinfo,,,"1.6",1348662956026
java.vendor,sysinfo,,,"Apple Inc.",1348662956026
java.version,sysinfo,,,"1.6.0_35",1348662956026
java.vm.info,sysinfo,,,"mixed mode",1348662956026
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1348662956026
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1348662956026
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1348662956026
java.vm.specification.version,sysinfo,,,"1.0",1348662956026
java.vm.vendor,sysinfo,,,"Apple Inc.",1348662956026
java.vm.version,sysinfo,,,"20.10-b01-428",1348662956026
started,bundle,org.eclipse.m2e.usagedata,1.0.0.20110607-2117,"org.eclipse.m2e.usagedata",1348662956029
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348663162321
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1348663162331
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348663169278
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348663181539
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1348663181597
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348663183276
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348663185259
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348663192959
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348663865371
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348663866028
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348663933098
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348663938773
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1348664217366
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348664217531
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348664222118
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348664238416
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348664240995
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348664243190
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348664247845
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348664266075
started,bundle,com.aptana.ide.editor.html,2.0.0.1278523018,"com.aptana.ide.editor.html",1348664297065
started,bundle,com.aptana.ide.snippets,2.0.0.1277749615,"com.aptana.ide.snippets",1348664297263
started,bundle,com.aptana.ide.editor.css,2.0.0.1257380403,"com.aptana.ide.editor.css",1348664297430
